BASEDATE	BASEVALUE	BLENDADMIN	BLENDDESC	BLENDID	CLIENTID	DATAPROVIDER	DATASOURCE	ENDDATE	FIRSTDELIVERY	FKEY	INDEXDESC	ITEM	LASTDELIVERY	LASTEDITOR	PERIOD	REBALANCING_FREQ	STARTDATE	SYSTEM	UPDATED	USERID	WEIGHT	XLENDDATE	XLSTARTDATE
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC94	APXHJCBLENDHKC94	GB-HSBCAM	FTSE Group	FTSE All World				FTATH				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC94	APXHJCBLENDHKC94	GB-HSBCAM	FTSE Group	FTSE All World				FTATW				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC95	APXHJCBLENDHKC95	GB-HSBCAM	FTSE Group	FTSE All World				FTAAU				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC95	APXHJCBLENDHKC95	GB-HSBCAM	FTSE Group	FTSE All World				FTAID				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC95	APXHJCBLENDHKC95	GB-HSBCAM	FTSE Group	FTSE All World				FTAIN				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC95	APXHJCBLENDHKC95	GB-HSBCAM	FTSE Group	FTSE All World				FTAKR				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC95	APXHJCBLENDHKC95	GB-HSBCAM	FTSE Group	FTSE All World				FTAMY				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC95	APXHJCBLENDHKC95	GB-HSBCAM	FTSE Group	FTSE All World				FTANZ				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC95	APXHJCBLENDHKC95	GB-HSBCAM	FTSE Group	FTSE All World				FTAPH				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC95	APXHJCBLENDHKC95	GB-HSBCAM	FTSE Group	FTSE All World				FTAPK				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC95	APXHJCBLENDHKC95	GB-HSBCAM	FTSE Group	FTSE All World				FTASG				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC95	APXHJCBLENDHKC95	GB-HSBCAM	FTSE Group	FTSE All World				FTATH				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC95	APXHJCBLENDHKC95	GB-HSBCAM	FTSE Group	FTSE All World				FTATW				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC96	APXHJCBLENDHKC96	GB-HSBCAM	FTSE Group	FTSE All World				FTAAU				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC96	APXHJCBLENDHKC96	GB-HSBCAM	FTSE Group	FTSE All World				FTAID				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC96	APXHJCBLENDHKC96	GB-HSBCAM	FTSE Group	FTSE All World				FTAIN				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC96	APXHJCBLENDHKC96	GB-HSBCAM	FTSE Group	FTSE All World				FTAKR				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC96	APXHJCBLENDHKC96	GB-HSBCAM	FTSE Group	FTSE All World				FTAMY				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC96	APXHJCBLENDHKC96	GB-HSBCAM	FTSE Group	FTSE All World				FTANZ				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC96	APXHJCBLENDHKC96	GB-HSBCAM	FTSE Group	FTSE All World				FTAPH				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC96	APXHJCBLENDHKC96	GB-HSBCAM	FTSE Group	FTSE All World				FTAPK				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC96	APXHJCBLENDHKC96	GB-HSBCAM	FTSE Group	FTSE All World				FTASG				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC96	APXHJCBLENDHKC96	GB-HSBCAM	FTSE Group	FTSE All World				FTATH				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC96	APXHJCBLENDHKC96	GB-HSBCAM	FTSE Group	FTSE All World				FTATW				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC97	APXHJCBLENDHKC97	GB-HSBCAM	FTSE Group	FTSE All World				FTAAU				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC97	APXHJCBLENDHKC97	GB-HSBCAM	FTSE Group	FTSE All World				FTAID				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC97	APXHJCBLENDHKC97	GB-HSBCAM	FTSE Group	FTSE All World				FTAIN				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC97	APXHJCBLENDHKC97	GB-HSBCAM	FTSE Group	FTSE All World				FTAKR				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC97	APXHJCBLENDHKC97	GB-HSBCAM	FTSE Group	FTSE All World				FTAMY				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC97	APXHJCBLENDHKC97	GB-HSBCAM	FTSE Group	FTSE All World				FTANZ				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC97	APXHJCBLENDHKC97	GB-HSBCAM	FTSE Group	FTSE All World				FTAPH				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC97	APXHJCBLENDHKC97	GB-HSBCAM	FTSE Group	FTSE All World				FTAPK				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC97	APXHJCBLENDHKC97	GB-HSBCAM	FTSE Group	FTSE All World				FTASG				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC97	APXHJCBLENDHKC97	GB-HSBCAM	FTSE Group	FTSE All World				FTATH				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC97	APXHJCBLENDHKC97	GB-HSBCAM	FTSE Group	FTSE All World				FTATW				1		2007-12-31			HSBCAMCADIS-FTP			39447
2010-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC99	APXHJCBLENDHKC99	GB-HSBCAM	FTSE Group	FTSE All World				FTAAU				1		2010-12-31			HSBCAMCADIS-FTP			40543
2010-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC99	APXHJCBLENDHKC99	GB-HSBCAM	FTSE Group	FTSE All World				FTAID				1		2010-12-31			HSBCAMCADIS-FTP			40543
2010-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC99	APXHJCBLENDHKC99	GB-HSBCAM	FTSE Group	FTSE All World				FTAIN				1		2010-12-31			HSBCAMCADIS-FTP			40543
2010-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC99	APXHJCBLENDHKC99	GB-HSBCAM	FTSE Group	FTSE All World				FTAKR				1		2010-12-31			HSBCAMCADIS-FTP			40543
2010-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC99	APXHJCBLENDHKC99	GB-HSBCAM	FTSE Group	FTSE All World				FTAMY				1		2010-12-31			HSBCAMCADIS-FTP			40543
2010-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC99	APXHJCBLENDHKC99	GB-HSBCAM	FTSE Group	FTSE All World				FTANZ				1		2010-12-31			HSBCAMCADIS-FTP			40543
2010-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC99	APXHJCBLENDHKC99	GB-HSBCAM	FTSE Group	FTSE All World				FTAPH				1		2010-12-31			HSBCAMCADIS-FTP			40543
2010-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC99	APXHJCBLENDHKC99	GB-HSBCAM	FTSE Group	FTSE All World				FTAPK				1		2010-12-31			HSBCAMCADIS-FTP			40543
2010-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC99	APXHJCBLENDHKC99	GB-HSBCAM	FTSE Group	FTSE All World				FTASG				1		2010-12-31			HSBCAMCADIS-FTP			40543
2010-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC99	APXHJCBLENDHKC99	GB-HSBCAM	FTSE Group	FTSE All World				FTATH				1		2010-12-31			HSBCAMCADIS-FTP			40543
2010-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC99	APXHJCBLENDHKC99	GB-HSBCAM	FTSE Group	FTSE All World				FTATW				1		2010-12-31			HSBCAMCADIS-FTP			40543
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJP	APXHKJP	GB-HSBCAM	FTSE Group	FTSE All World				FTAAU				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJP	APXHKJP	GB-HSBCAM	FTSE Group	FTSE All World				FTACN				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJP	APXHKJP	GB-HSBCAM	FTSE Group	FTSE All World				FTAID				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJP	APXHKJP	GB-HSBCAM	FTSE Group	FTSE All World				FTAIN				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJP	APXHKJP	GB-HSBCAM	FTSE Group	FTSE All World				FTAKR				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJP	APXHKJP	GB-HSBCAM	FTSE Group	FTSE All World				FTAMY				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJP	APXHKJP	GB-HSBCAM	FTSE Group	FTSE All World				FTANZ				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJP	APXHKJP	GB-HSBCAM	FTSE Group	FTSE All World				FTAPH				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJP	APXHKJP	GB-HSBCAM	FTSE Group	FTSE All World				FTAPK				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJP	APXHKJP	GB-HSBCAM	FTSE Group	FTSE All World				FTASG				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJP	APXHKJP	GB-HSBCAM	FTSE Group	FTSE All World				FTATH				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJP	APXHKJP	GB-HSBCAM	FTSE Group	FTSE All World				FTATW				1		2007-12-31			HSBCAMCADIS-FTP			39447
2012-06-15	893.840897765	<Blend Administrator>	APXHKJP-HISTORY	APXHKJP-HISTORY	GB-HSBCAM	FTSE Group	FTSE All World				FTAAU				1		2012-06-15			HSBCAMCADIS-FTP			41075
2012-06-15	893.840897765	<Blend Administrator>	APXHKJP-HISTORY	APXHKJP-HISTORY	GB-HSBCAM	FTSE Group	FTSE All World				FTACN				1		2012-06-15			HSBCAMCADIS-FTP			41075
2012-06-15	893.840897765	<Blend Administrator>	APXHKJP-HISTORY	APXHKJP-HISTORY	GB-HSBCAM	FTSE Group	FTSE All World				FTAID				1		2012-06-15			HSBCAMCADIS-FTP			41075
2012-06-15	893.840897765	<Blend Administrator>	APXHKJP-HISTORY	APXHKJP-HISTORY	GB-HSBCAM	FTSE Group	FTSE All World				FTAIN				1		2012-06-15			HSBCAMCADIS-FTP			41075
2012-06-15	893.840897765	<Blend Administrator>	APXHKJP-HISTORY	APXHKJP-HISTORY	GB-HSBCAM	FTSE Group	FTSE All World				FTAKR				1		2012-06-15			HSBCAMCADIS-FTP			41075
2012-06-15	893.840897765	<Blend Administrator>	APXHKJP-HISTORY	APXHKJP-HISTORY	GB-HSBCAM	FTSE Group	FTSE All World				FTAMY				1		2012-06-15			HSBCAMCADIS-FTP			41075
2012-06-15	893.840897765	<Blend Administrator>	APXHKJP-HISTORY	APXHKJP-HISTORY	GB-HSBCAM	FTSE Group	FTSE All World				FTANZ				1		2012-06-15			HSBCAMCADIS-FTP			41075
2012-06-15	893.840897765	<Blend Administrator>	APXHKJP-HISTORY	APXHKJP-HISTORY	GB-HSBCAM	FTSE Group	FTSE All World				FTAPH				1		2012-06-15			HSBCAMCADIS-FTP			41075
2012-06-15	893.840897765	<Blend Administrator>	APXHKJP-HISTORY	APXHKJP-HISTORY	GB-HSBCAM	FTSE Group	FTSE All World				FTAPK				1		2012-06-15			HSBCAMCADIS-FTP			41075
2012-06-15	893.840897765	<Blend Administrator>	APXHKJP-HISTORY	APXHKJP-HISTORY	GB-HSBCAM	FTSE Group	FTSE All World				FTASG				1		2012-06-15			HSBCAMCADIS-FTP			41075
2012-06-15	893.840897765	<Blend Administrator>	APXHKJP-HISTORY	APXHKJP-HISTORY	GB-HSBCAM	FTSE Group	FTSE All World				FTATH				1		2012-06-15			HSBCAMCADIS-FTP			41075
2012-06-15	893.840897765	<Blend Administrator>	APXHKJP-HISTORY	APXHKJP-HISTORY	GB-HSBCAM	FTSE Group	FTSE All World				FTATW				1		2012-06-15			HSBCAMCADIS-FTP			41075
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJP-OLD	APXHKJP-OLD	GB-HSBCAM	FTSE Group	FTSE All World				FTAAU				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJP-OLD	APXHKJP-OLD	GB-HSBCAM	FTSE Group	FTSE All World				FTACN				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJP-OLD	APXHKJP-OLD	GB-HSBCAM	FTSE Group	FTSE All World				FTAID				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJP-OLD	APXHKJP-OLD	GB-HSBCAM	FTSE Group	FTSE All World				FTAIN				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJP-OLD	APXHKJP-OLD	GB-HSBCAM	FTSE Group	FTSE All World				FTAKR				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJP-OLD	APXHKJP-OLD	GB-HSBCAM	FTSE Group	FTSE All World				FTAMY				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJP-OLD	APXHKJP-OLD	GB-HSBCAM	FTSE Group	FTSE All World				FTANZ				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJP-OLD	APXHKJP-OLD	GB-HSBCAM	FTSE Group	FTSE All World				FTAPH				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJP-OLD	APXHKJP-OLD	GB-HSBCAM	FTSE Group	FTSE All World				FTAPK				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJP-OLD	APXHKJP-OLD	GB-HSBCAM	FTSE Group	FTSE All World				FTASG				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJP-OLD	APXHKJP-OLD	GB-HSBCAM	FTSE Group	FTSE All World				FTATH				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJP-OLD	APXHKJP-OLD	GB-HSBCAM	FTSE Group	FTSE All World				FTATW				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJPAUNZ	APXHKJPAUNZ	GB-HSBCAM	FTSE Group	FTSE All World				FTACN				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJPAUNZ	APXHKJPAUNZ	GB-HSBCAM	FTSE Group	FTSE All World				FTAID				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJPAUNZ	APXHKJPAUNZ	GB-HSBCAM	FTSE Group	FTSE All World				FTAIN				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJPAUNZ	APXHKJPAUNZ	GB-HSBCAM	FTSE Group	FTSE All World				FTAKR				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJPAUNZ	APXHKJPAUNZ	GB-HSBCAM	FTSE Group	FTSE All World				FTAMY				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJPAUNZ	APXHKJPAUNZ	GB-HSBCAM	FTSE Group	FTSE All World				FTAPH				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJPAUNZ	APXHKJPAUNZ	GB-HSBCAM	FTSE Group	FTSE All World				FTASG				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJPAUNZ	APXHKJPAUNZ	GB-HSBCAM	FTSE Group	FTSE All World				FTATH				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJPAUNZ	APXHKJPAUNZ	GB-HSBCAM	FTSE Group	FTSE All World				FTATW				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJPAUNZ	APXHKJPAUNZ	GB-HSBCAM	FTSE Group	FTSE All World				FTAPK				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJPAUNZCNBLEND	APXHKJPAUNZCNBLEND	GB-HSBCAM	FTSE Group	FTSE All World				FTAPK				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJPAUNZCNBLEND	APXHKJPAUNZCNBLEND	GB-HSBCAM	FTSE Group	FTSE All World				FTAID				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJPAUNZCNBLEND	APXHKJPAUNZCNBLEND	GB-HSBCAM	FTSE Group	FTSE All World				FTAIN				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJPAUNZCNBLEND	APXHKJPAUNZCNBLEND	GB-HSBCAM	FTSE Group	FTSE All World				FTAKR				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJPAUNZCNBLEND	APXHKJPAUNZCNBLEND	GB-HSBCAM	FTSE Group	FTSE All World				FTAMY				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJPAUNZCNBLEND	APXHKJPAUNZCNBLEND	GB-HSBCAM	FTSE Group	FTSE All World				FTAPH				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJPAUNZCNBLEND	APXHKJPAUNZCNBLEND	GB-HSBCAM	FTSE Group	FTSE All World				FTASG				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJPAUNZCNBLEND	APXHKJPAUNZCNBLEND	GB-HSBCAM	FTSE Group	FTSE All World				FTATH				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJPAUNZCNBLEND	APXHKJPAUNZCNBLEND	GB-HSBCAM	FTSE Group	FTSE All World				FTATW				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJPAUNZHKD	APXHKJPAUNZHKD	GB-HSBCAM	FTSE Group	FTSE All World				FTACN				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJPAUNZHKD	APXHKJPAUNZHKD	GB-HSBCAM	FTSE Group	FTSE All World				FTAID				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJPAUNZHKD	APXHKJPAUNZHKD	GB-HSBCAM	FTSE Group	FTSE All World				FTAIN				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJPAUNZHKD	APXHKJPAUNZHKD	GB-HSBCAM	FTSE Group	FTSE All World				FTAKR				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJPAUNZHKD	APXHKJPAUNZHKD	GB-HSBCAM	FTSE Group	FTSE All World				FTAMY				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJPAUNZHKD	APXHKJPAUNZHKD	GB-HSBCAM	FTSE Group	FTSE All World				FTAPH				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJPAUNZHKD	APXHKJPAUNZHKD	GB-HSBCAM	FTSE Group	FTSE All World				FTASG				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJPAUNZHKD	APXHKJPAUNZHKD	GB-HSBCAM	FTSE Group	FTSE All World				FTATH				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJPAUNZHKD	APXHKJPAUNZHKD	GB-HSBCAM	FTSE Group	FTSE All World				FTATW				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJPAUNZHKD	APXHKJPAUNZHKD	GB-HSBCAM	FTSE Group	FTSE All World				FTAPK				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJPAUNZINPKCN	APXHKJPAUNZINPKCN	GB-HSBCAM	FTSE Group	FTSE All World				FTAID				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJPAUNZINPKCN	APXHKJPAUNZINPKCN	GB-HSBCAM	FTSE Group	FTSE All World				FTAKR				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJPAUNZINPKCN	APXHKJPAUNZINPKCN	GB-HSBCAM	FTSE Group	FTSE All World				FTAMY				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJPAUNZINPKCN	APXHKJPAUNZINPKCN	GB-HSBCAM	FTSE Group	FTSE All World				FTAPH				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJPAUNZINPKCN	APXHKJPAUNZINPKCN	GB-HSBCAM	FTSE Group	FTSE All World				FTASG				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJPAUNZINPKCN	APXHKJPAUNZINPKCN	GB-HSBCAM	FTSE Group	FTSE All World				FTATH				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJPAUNZINPKCN	APXHKJPAUNZINPKCN	GB-HSBCAM	FTSE Group	FTSE All World				FTATW				1		2007-12-31			HSBCAMCADIS-FTP			39447
2012-06-15	1056.176349876	<Blend Administrator>	APXHKJPAUNZINPKCN-HISTORY	APXHKJPAUNZINPKCN-HISTORY	GB-HSBCAM	FTSE Group	FTSE All World				FTAID				1		2012-06-15			HSBCAMCADIS-FTP			41075
2012-06-15	1056.176349876	<Blend Administrator>	APXHKJPAUNZINPKCN-HISTORY	APXHKJPAUNZINPKCN-HISTORY	GB-HSBCAM	FTSE Group	FTSE All World				FTAKR				1		2012-06-15			HSBCAMCADIS-FTP			41075
2012-06-15	1056.176349876	<Blend Administrator>	APXHKJPAUNZINPKCN-HISTORY	APXHKJPAUNZINPKCN-HISTORY	GB-HSBCAM	FTSE Group	FTSE All World				FTAMY				1		2012-06-15			HSBCAMCADIS-FTP			41075
2012-06-15	1056.176349876	<Blend Administrator>	APXHKJPAUNZINPKCN-HISTORY	APXHKJPAUNZINPKCN-HISTORY	GB-HSBCAM	FTSE Group	FTSE All World				FTAPH				1		2012-06-15			HSBCAMCADIS-FTP			41075
2012-06-15	1056.176349876	<Blend Administrator>	APXHKJPAUNZINPKCN-HISTORY	APXHKJPAUNZINPKCN-HISTORY	GB-HSBCAM	FTSE Group	FTSE All World				FTASG				1		2012-06-15			HSBCAMCADIS-FTP			41075
2012-06-15	1056.176349876	<Blend Administrator>	APXHKJPAUNZINPKCN-HISTORY	APXHKJPAUNZINPKCN-HISTORY	GB-HSBCAM	FTSE Group	FTSE All World				FTATH				1		2012-06-15			HSBCAMCADIS-FTP			41075
2012-06-15	1056.176349876	<Blend Administrator>	APXHKJPAUNZINPKCN-HISTORY	APXHKJPAUNZINPKCN-HISTORY	GB-HSBCAM	FTSE Group	FTSE All World				FTATW				1		2012-06-15			HSBCAMCADIS-FTP			41075
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJPAUNZINPKCN-OLD	APXHKJPAUNZINPKCN-OLD	GB-HSBCAM	FTSE Group	FTSE All World				FTAID				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJPAUNZINPKCN-OLD	APXHKJPAUNZINPKCN-OLD	GB-HSBCAM	FTSE Group	FTSE All World				FTAKR				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHKJPAUNZINPKCN-OLD	APXHKJPAUNZINPKCN-OLD	GB-HSBCAM	FTSE Group	FTSE All World				FTAMY				1		2007-12-31			HSBCAMCADIS-FTP			39447
